Se envió DHCP_ACK a: [B8-C6-8E-AC-32-46] con la IP: [192.168.0.100] || FECHA: Thu May 23 13:01:28 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 13:02:58 COT 2013
Se envió DHCP_ACK a: [B8-C6-8E-AC-32-46] con la IP: [192.168.0.100] || FECHA: Thu May 23 13:02:58 COT 2013
Recibido DISCOVERY de: [C4-2C-03-E8-D2-FF] || FECHA: Thu May 23 13:03:14 COT 2013
Se envió DHCP_OFFFER a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.101] || FECHA: Thu May 23 13:03:14 COT 2013
Recibido REQUEST de: [C4-2C-03-E8-D2-FF] || FECHA: Thu May 23 13:03:16 COT 2013
Se envió DHCP_ACK a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.101] || FECHA: Thu May 23 13:03:16 COT 2013
Recibido REQUEST de: [C4-2C-03-E8-D2-FF] || FECHA: Thu May 23 13:03:26 COT 2013
Se envió DHCP_ACK a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.101] || FECHA: Thu May 23 13:03:26 COT 2013
Recibido REQUEST de: [B8-C6-8E-AC-32-46] || FECHA: Thu May 23 13:04:28 COT 2013
Se envió DHCP_ACK a: [B8-C6-8E-AC-32-46] con la IP: [192.168.0.100] || FECHA: Thu May 23 13:04:28 COT 2013
Recibido DISCOVERY de: [C4-2C-03-E8-D2-FF] || FECHA: Fri May 24 21:59:45 COT 2013
Se envió DHCP_OFFFER a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.100] || FECHA: Fri May 24 21:59:45 COT 2013
Recibido REQUEST de: [C4-2C-03-E8-D2-FF] || FECHA: Fri May 24 21:59:47 COT 2013
Se envió DHCP_ACK a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.100] || FECHA: Fri May 24 21:59:47 COT 2013
Recibido DISCOVERY de: [C4-2C-03-E8-D2-FF] || FECHA: Fri May 24 22:01:47 COT 2013
Se envió DHCP_OFFFER a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.100] || FECHA: Fri May 24 22:01:47 COT 2013
Recibido REQUEST de: [C4-2C-03-E8-D2-FF] || FECHA: Fri May 24 22:01:49 COT 2013
Se envió DHCP_ACK a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.100] || FECHA: Fri May 24 22:01:49 COT 2013
Recibido REQUEST de: [04-0C-CE-DD-14-A0] || FECHA: Fri May 24 22:03:16 COT 2013
Recibido REQUEST de: [04-0C-CE-DD-14-A0] || FECHA: Fri May 24 22:03:17 COT 2013
Recibido REQUEST de: [04-0C-CE-DD-14-A0] || FECHA: Fri May 24 22:03:19 COT 2013
Recibido DISCOVERY de: [04-0C-CE-DD-14-A0] || FECHA: Fri May 24 22:03:24 COT 2013
Se envió DHCP_OFFFER a: [04-0C-CE-DD-14-A0] con la IP: [192.168.0.101] || FECHA: Fri May 24 22:03:24 COT 2013
Recibido DISCOVERY de: [04-0C-CE-DD-14-A0] || FECHA: Fri May 24 22:03:26 COT 2013
Se envió DHCP_OFFFER a: [04-0C-CE-DD-14-A0] con la IP: [192.168.0.101] || FECHA: Fri May 24 22:03:26 COT 2013
Recibido REQUEST de: [04-0C-CE-DD-14-A0] || FECHA: Fri May 24 22:03:27 COT 2013
Se envió DHCP_ACK a: [04-0C-CE-DD-14-A0] con la IP: [192.168.0.101] || FECHA: Fri May 24 22:03:27 COT 2013
Recibido DISCOVERY de: [C4-2C-03-E8-D2-FF] || FECHA: Fri May 24 22:03:48 COT 2013
Se envió DHCP_OFFFER a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.100] || FECHA: Fri May 24 22:03:49 COT 2013
Recibido REQUEST de: [C4-2C-03-E8-D2-FF] || FECHA: Fri May 24 22:03:50 COT 2013
Se envió DHCP_ACK a: [C4-2C-03-E8-D2-FF] con la IP: [192.168.0.100] || FECHA: Fri May 24 22:03:50 COT 2013
Recibido REQUEST de: [04-0C-CE-DD-14-A0] || FECHA: Fri May 24 22:05:27 COT 2013
